TimeStamp,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop,DailyIncreaseTax
2020-03-26 13:27:11,Macao,31,0.0,0.0,0.0,10.0,21,0.0,48,,0.0
2020-03-26 13:27:11,Monaco,31,0.0,0.0,0.0,1.0,30,0.0,790,,0.0
2020-03-26 13:27:11,French Guiana,28,0.0,0.0,0.0,6.0,22,0.0,94,,0.0
2020-03-26 13:27:11,Jamaica,26,0.0,1.0,0.0,2.0,23,0.0,9,0.3,0.0
2020-03-26 13:27:11,Gibraltar,26,0.0,0.0,0.0,5.0,21,0.0,772,,0.0
2020-03-26 13:27:11,French Polynesia,25,0.0,0.0,0.0,0.0,25,0.0,89,,0.0
2020-03-26 13:27:11,Isle of Man,25,2.0,0.0,0.0,0.0,25,0.0,294,,0.08695652173913038
2020-03-26 13:27:11,Guatemala,24,0.0,1.0,0.0,4.0,19,0.0,1,0.06,0.0
2020-03-26 13:27:11,Madagascar,23,4.0,0.0,0.0,0.0,23,0.0,0.8,,0.21052631578947367
2020-03-26 13:27:11,Togo,23,0.0,0.0,0.0,1.0,22,0.0,3,,0.0
2020-03-26 13:27:11,Aruba,19,0.0,0.0,0.0,1.0,18,0.0,178,,0.0
2020-03-26 13:27:11,Barbados,18,0.0,0.0,0.0,0.0,18,0.0,63,,0.0
2020-03-26 13:27:11,Zambia,16,4.0,0.0,0.0,0.0,16,0.0,0.9,,0.33333333333333326
2020-03-26 13:27:11,New Caledonia,14,0.0,0.0,0.0,0.0,14,0.0,49,,0.0
2020-03-26 13:27:11,Uganda,14,0.0,0.0,0.0,0.0,14,0.0,0.3,,0.0
2020-03-26 13:27:11,El Salvador,13,4.0,0.0,0.0,0.0,13,0.0,2,,0.4444444444444444
2020-03-26 13:27:11,Maldives,13,0.0,0.0,0.0,8.0,5,0.0,24,,0.0
2020-03-26 13:27:11,Tanzania,13,0.0,0.0,0.0,0.0,13,0.0,0.2,,0.0
2020-03-26 13:27:11,Ethiopia,12,0.0,0.0,0.0,0.0,12,0.0,0.1,,0.0
2020-03-26 13:27:11,Djibouti,11,0.0,0.0,0.0,0.0,11,0.0,11,,0.0
2020-03-26 13:27:11,Dominica,11,0.0,0.0,0.0,0.0,11,0.0,153,,0.0
2020-03-26 13:27:11,Mongolia,11,1.0,0.0,0.0,0.0,11,0.0,3,,0.10000000000000009
2020-03-26 13:27:11,Saint Martin,11,0.0,0.0,0.0,0.0,11,0.0,284,,0.0
2020-03-26 13:27:11,Equatorial Guinea,9,0.0,0.0,0.0,0.0,9,0.0,6,,0.0
2020-03-26 13:27:11,Cayman Islands,8,0.0,1.0,0.0,0.0,7,0.0,122,15,0.0
2020-03-26 13:27:11,Haiti,8,0.0,0.0,0.0,0.0,8,0.0,0.7,,0.0
2020-03-26 13:27:11,Suriname,8,0.0,0.0,0.0,0.0,8,0.0,14,,0.0
2020-03-26 13:27:11,Gabon,7,1.0,1.0,0.0,0.0,6,0.0,3,0.4,0.16666666666666674
2020-03-26 13:27:11,Niger,7,0.0,1.0,0.0,0.0,6,0.0,0.3,0.04,0.0
2020-03-26 13:27:11,Bermuda,7,0.0,0.0,0.0,2.0,5,0.0,112,,0.0
2020-03-26 13:27:11,Namibia,7,0.0,0.0,0.0,2.0,5,0.0,3,,0.0
2020-03-26 13:27:11,Seychelles,7,0.0,0.0,0.0,0.0,7,0.0,71,,0.0
2020-03-26 13:27:11,Curaçao,6,0.0,1.0,0.0,2.0,3,0.0,37,6,0.0
2020-03-26 13:27:11,Benin,6,0.0,0.0,0.0,0.0,6,0.0,0.5,,0.0
2020-03-26 13:27:11,Greenland,6,0.0,0.0,0.0,2.0,4,0.0,106,,0.0
2020-03-26 13:27:11,Laos,6,3.0,0.0,0.0,0.0,6,0.0,0.8,,1.0
2020-03-26 13:27:11,Guyana,5,0.0,1.0,0.0,0.0,4,0.0,6,1,0.0
2020-03-26 13:27:11,Bahamas,5,0.0,0.0,0.0,1.0,4,0.0,13,,0.0
2020-03-26 13:27:11,Fiji,5,0.0,0.0,0.0,0.0,5,0.0,6,,0.0
2020-03-26 13:27:11,Mozambique,5,0.0,0.0,0.0,0.0,5,0.0,0.2,,0.0
2020-03-26 13:27:11,Syria,5,0.0,0.0,0.0,0.0,5,0.0,0.3,,0.0
2020-03-26 13:27:11,Cabo Verde,4,0.0,1.0,0.0,0.0,3,0.0,7,2,0.0
2020-03-26 13:27:11,Congo,4,0.0,0.0,0.0,0.0,4,0.0,0.7,,0.0
2020-03-26 13:27:11,Eritrea,4,0.0,0.0,0.0,0.0,4,0.0,1,,0.0
2020-03-26 13:27:11,Guinea,4,0.0,0.0,0.0,0.0,4,0.0,0.3,,0.0
2020-03-26 13:27:11,Vatican City,4,0.0,0.0,0.0,0.0,4,0.0,"4,994",,0.0
2020-03-26 13:27:11,Eswatini,4,0.0,0.0,0.0,0.0,4,0.0,3,,0.0
2020-03-26 13:27:11,Gambia,3,0.0,1.0,0.0,0.0,2,0.0,1,0.4,0.0
2020-03-26 13:27:11,Sudan,3,0.0,1.0,0.0,0.0,2,0.0,0.07,0.02,0.0
2020-03-26 13:27:11,Zimbabwe,3,0.0,1.0,0.0,0.0,2,0.0,0.2,0.07,0.0
2020-03-26 13:27:11,Nepal,3,0.0,0.0,0.0,1.0,2,0.0,0.1,,0.0
2020-03-26 13:27:11,Angola,3,0.0,0.0,0.0,0.0,3,0.0,0.09,,0.0
2020-03-26 13:27:11,Antigua and Barbuda,3,0.0,0.0,0.0,0.0,3,0.0,31,,0.0
2020-03-26 13:27:11,CAR,3,0.0,0.0,0.0,0.0,3,0.0,0.6,,0.0
2020-03-26 13:27:11,Chad,3,0.0,0.0,0.0,0.0,3,0.0,0.2,,0.0
2020-03-26 13:27:11,Liberia,3,0.0,0.0,0.0,0.0,3,0.0,0.6,,0.0
2020-03-26 13:27:11,Mauritania,3,1.0,0.0,0.0,0.0,3,0.0,0.6,,0.5
2020-03-26 13:27:11,Myanmar,3,0.0,0.0,0.0,0.0,3,0.0,0.06,,0.0
2020-03-26 13:27:11,St. Barth,3,0.0,0.0,0.0,0.0,3,0.0,304,,0.0
2020-03-26 13:27:11,Saint Lucia,3,0.0,0.0,0.0,0.0,3,0.0,16,,0.0
2020-03-26 13:27:11,Sint Maarten,3,0.0,0.0,0.0,0.0,3,0.0,70,,0.0
2020-03-26 13:27:11,Belize,2,0.0,0.0,0.0,0.0,2,0.0,5,,0.0
2020-03-26 13:27:11,Bhutan,2,0.0,0.0,0.0,0.0,2,0.0,3,,0.0
2020-03-26 13:27:11,British Virgin Islands,2,0.0,0.0,0.0,0.0,2,0.0,66,,0.0
2020-03-26 13:27:11,Guinea-Bissau,2,0.0,0.0,0.0,0.0,2,0.0,1,,0.0
2020-03-26 13:27:11,Mali,2,0.0,0.0,0.0,0.0,2,0.0,0.10,,0.0
2020-03-26 13:27:11,Nicaragua,2,0.0,0.0,0.0,0.0,2,0.0,0.3,,0.0
2020-03-26 13:27:11,Saint Kitts and Nevis,2,0.0,0.0,0.0,0.0,2,0.0,38,,0.0
2020-03-26 13:27:11,Somalia,2,1.0,0.0,0.0,0.0,2,0.0,0.1,,1.0
2020-03-26 13:27:11,Grenada,1,0.0,0.0,0.0,0.0,1,0.0,9,,0.0
2020-03-26 13:27:11,Libya,1,0.0,0.0,0.0,0.0,1,0.0,0.1,,0.0
2020-03-26 13:27:11,Montserrat,1,0.0,0.0,0.0,0.0,1,0.0,200,,0.0
2020-03-26 13:27:11,Papua New Guinea,1,0.0,0.0,0.0,0.0,1,0.0,0.1,,0.0
2020-03-26 13:27:11,St. Vincent Grenadines,1,0.0,0.0,0.0,0.0,1,0.0,9,,0.0
2020-03-26 13:27:11,Timor-Leste,1,0.0,0.0,0.0,0.0,1,0.0,0.8,,0.0
2020-03-26 13:27:11,Turks and Caicos,1,0.0,0.0,0.0,0.0,1,0.0,26,,0.0
2020-03-26 16:27:15,China,81285,67.0,3287.0,6.0,74051.0,3947,1235.0,56,2,0.0008249402841735698
2020-03-26 16:27:15,Italy,80589,6203.0,8215.0,712.0,10361.0,62013,3612.0,"1,333",136,0.08338934745785487
2020-03-26 16:27:15,USA,79082,10871.0,1143.0,116.0,1864.0,76075,2112.0,239,3,0.15937312163727269
2020-03-26 16:27:15,Spain,56197,6682.0,4145.0,498.0,7015.0,45037,3166.0,"1,202",89,0.13494900535191356
2020-03-26 16:27:15,Germany,43646,6323.0,239.0,33.0,5673.0,37734,23.0,521,3,0.1694129625164107
2020-03-26 16:27:15,Iran,29406,2389.0,2234.0,157.0,10457.0,16715,2746.0,350,27,0.08842580597401639
2020-03-26 16:27:15,France,29155,3922.0,1696.0,365.0,4948.0,22511,3375.0,447,26,0.15543137954266228
2020-03-26 16:27:15,Switzerland,11712,815.0,191.0,38.0,131.0,11390,141.0,"1,353",22,0.0747912269431954
2020-03-26 16:27:15,UK,11658,2129.0,578.0,115.0,135.0,10945,163.0,172,9,0.22342323433728617
2020-03-26 16:27:15,S. Korea,9241,104.0,131.0,5.0,4144.0,4966,59.0,180,3,0.011382291780672071
2020-03-26 16:27:15,Netherlands,7431,1019.0,434.0,78.0,3.0,6994,582.0,434,25,0.15892077354959455
2020-03-26 16:27:15,Austria,6847,1259.0,49.0,18.0,112.0,6686,28.0,760,5,0.22530422333571942
2020-03-26 16:27:15,Belgium,6235,1298.0,220.0,42.0,675.0,5340,605.0,538,19,0.26291270002025513
2020-03-26 16:27:15,Canada,3897,488.0,37.0,1.0,199.0,3661,120.0,103,1.0,0.14315048401290698
2020-03-26 16:27:15,Portugal,3544,549.0,60.0,17.0,43.0,3441,61.0,348,6,0.18330550918196997
2020-03-26 16:27:15,Norway,3316,232.0,14.0,0.0,6.0,3296,70.0,612,3,0.07522697795071331
2020-03-26 16:27:15,Sweden,2840,314.0,71.0,9.0,16.0,2753,176.0,281,7,0.12430720506729998
2020-03-26 16:27:15,Australia,2806,130.0,13.0,2.0,170.0,2623,11.0,110,0.5,0.048579970104633885
2020-03-26 16:27:15,Israel,2666,297.0,8.0,3.0,68.0,2590,39.0,308,0.9,0.12536935415787243
2020-03-26 16:27:15,Brazil,2611,57.0,63.0,4.0,6.0,2542,18.0,12,0.3,0.022317932654659423
2020-03-26 16:27:15,Turkey,2433,0.0,59.0,0.0,26.0,2348,136.0,29,0.7,0.0
2020-03-26 16:27:15,Malaysia,2031,235.0,23.0,3.0,215.0,1793,45.0,63,0.7,0.13084632516703776
2020-03-26 16:27:15,Czechia,1925,271.0,9.0,3.0,10.0,1906,34.0,180,0.8,0.1638452237001209
2020-03-26 16:27:15,Denmark,1877,153.0,41.0,7.0,1.0,1835,94.0,324,7,0.08874709976798134
2020-03-26 16:27:15,Ireland,1564,0.0,9.0,0.0,5.0,1550,39.0,317,2,0.0
2020-03-26 16:27:15,Luxembourg,1453,120.0,9.0,1.0,6.0,1438,3.0,"2,321",14,0.09002250562640657
2020-03-26 16:27:15,Japan,1399,92.0,47.0,2.0,359.0,993,57.0,11,0.4,0.07039020657995398
2020-03-26 16:27:15,Ecuador,1382,171.0,34.0,5.0,3.0,1345,58.0,78,2,0.1412056151940544
2020-03-26 16:27:15,Chile,1306,164.0,4.0,1.0,22.0,1280,7.0,68,0.2,0.14360770577933457
2020-03-26 16:27:15,Pakistan,1179,116.0,9.0,1.0,21.0,1149,5.0,5,0.04,0.10912511759172161
2020-03-26 16:27:15,Poland,1163,112.0,14.0,0.0,7.0,1142,3.0,31,0.4,0.10656517602283544
2020-03-26 16:27:15,Thailand,1045,111.0,4.0,0.0,88.0,953,4.0,15,0.06,0.11884368308351179
2020-03-26 16:27:15,Romania,1029,123.0,22.0,5.0,94.0,913,29.0,53,1,0.13576158940397343
2020-03-26 16:27:15,Saudi Arabia,1012,112.0,3.0,1.0,33.0,976,6.0,29,0.09,0.12444444444444436
2020-03-26 16:27:15,Finland,958,78.0,5.0,2.0,10.0,943,24.0,173,0.9,0.08863636363636362
2020-03-26 16:27:15,South Africa,927,218.0,0.0,0.0,12.0,915,2.0,16,,0.30747531734837796
2020-03-26 16:27:15,Indonesia,893,103.0,78.0,20.0,35.0,780,0.0,3,0.3,0.13037974683544307
2020-03-26 16:27:15,Greece,892,71.0,26.0,4.0,36.0,830,53.0,86,2,0.0864799025578562
2020-03-26 16:27:15,Russia,840,182.0,3.0,0.0,38.0,799,8.0,6,0.02,0.27659574468085113
2020-03-26 16:27:15,Iceland,802,65.0,2.0,0.0,68.0,732,11.0,"2,350",6,0.08819538670284932
2020-03-26 16:27:15,India,722,65.0,16.0,4.0,45.0,661,0.0,0.5,0.01,0.09893455098934556
2020-03-26 16:27:15,Diamond Princess,712,0.0,10.0,0.0,597.0,105,15.0,,,0.0
2020-03-26 16:27:15,Philippines,707,71.0,45.0,7.0,28.0,634,1.0,6,0.4,0.1116352201257862
2020-03-26 16:27:15,Singapore,683,52.0,2.0,0.0,172.0,509,17.0,117,0.3,0.08240887480190184
2020-03-26 16:27:15,Peru,580,100.0,9.0,0.0,14.0,557,14.0,18,0.3,0.20833333333333326
2020-03-26 16:27:15,Slovenia,562,34.0,6.0,1.0,10.0,546,14.0,270,3,0.06439393939393945
2020-03-26 16:27:15,Panama,558,0.0,8.0,0.0,2.0,548,20.0,129,2,0.0
2020-03-26 16:27:15,Qatar,549,12.0,0.0,0.0,43.0,506,6.0,191,,0.022346368715083775
2020-03-26 16:27:15,Estonia,538,134.0,1.0,0.0,8.0,529,6.0,406,0.8,0.33168316831683176
2020-03-26 16:27:15,Argentina,502,0.0,8.0,0.0,63.0,431,0.0,11,0.2,0.0
2020-03-26 16:27:15,Croatia,495,53.0,2.0,1.0,22.0,471,14.0,121,0.5,0.11990950226244346
2020-03-26 16:27:15,Dominican Republic,488,96.0,10.0,0.0,3.0,475,0.0,45,0.9,0.24489795918367352
2020-03-26 16:27:15,Mexico,475,70.0,6.0,1.0,4.0,465,1.0,4,0.05,0.1728395061728396
2020-03-26 16:27:15,Colombia,470,0.0,4.0,0.0,8.0,458,0.0,9,0.08,0.0
2020-03-26 16:27:15,Bahrain,458,39.0,4.0,0.0,204.0,250,1.0,269,2,0.09307875894988071
2020-03-26 16:27:15,Serbia,457,73.0,7.0,3.0,15.0,435,21.0,52,0.8,0.19010416666666674
2020-03-26 16:27:15,Egypt,456,0.0,21.0,0.0,95.0,340,0.0,4,0.2,0.0
2020-03-26 16:27:15,Hong Kong,453,42.0,4.0,0.0,110.0,339,5.0,60,0.5,0.10218978102189791
2020-03-26 16:27:15,Iraq,382,36.0,36.0,7.0,105.0,241,0.0,9,0.9,0.10404624277456653
2020-03-26 16:27:15,Lebanon,368,35.0,6.0,0.0,23.0,339,3.0,54,0.9,0.10510510510510507
2020-03-26 16:27:15,Algeria,367,65.0,25.0,4.0,29.0,313,0.0,8,0.6,0.2152317880794703
2020-03-26 16:27:15,UAE,333,0.0,2.0,0.0,52.0,279,2.0,34,0.2,0.0
2020-03-26 16:27:15,Lithuania,290,16.0,4.0,0.0,1.0,285,1.0,107,1,0.058394160583941535
2020-03-26 16:27:15,Armenia,290,25.0,1.0,1.0,18.0,271,6.0,98,0.3,0.09433962264150941
2020-03-26 16:27:15,New Zealand,283,0.0,0.0,0.0,27.0,256,0.0,59,,0.0
2020-03-26 16:27:15,Morocco,275,50.0,10.0,4.0,8.0,257,1.0,7,0.3,0.22222222222222232
2020-03-26 16:27:15,Bulgaria,264,22.0,3.0,0.0,8.0,253,8.0,38,0.4,0.09090909090909083
2020-03-26 16:27:15,Hungary,261,35.0,10.0,0.0,28.0,223,6.0,27,1,0.15486725663716805
2020-03-26 16:27:15,Taiwan,252,17.0,2.0,0.0,29.0,221,0.0,11,0.08,0.07234042553191489
2020-03-26 16:27:15,Latvia,244,23.0,0.0,0.0,1.0,243,0.0,129,,0.10407239819004532
2020-03-26 16:27:15,Costa Rica,231,30.0,2.0,0.0,2.0,227,4.0,45,0.4,0.14925373134328357
2020-03-26 16:27:15,Slovakia,226,10.0,0.0,0.0,2.0,224,2.0,41,,0.04629629629629628
2020-03-26 16:27:15,Andorra,224,36.0,3.0,2.0,1.0,220,6.0,"2,899",39,0.1914893617021276
2020-03-26 16:27:15,Uruguay,217,0.0,0.0,0.0,0.0,217,3.0,62,,0.0
2020-03-26 16:27:15,Jordan,212,40.0,0.0,0.0,1.0,211,0.0,21,,0.2325581395348837
2020-03-26 16:27:15,San Marino,208,0.0,21.0,0.0,4.0,183,12.0,"6,130",619,0.0
2020-03-26 16:27:15,Kuwait,208,13.0,0.0,0.0,49.0,159,7.0,49,,0.06666666666666665
2020-03-26 16:27:15,North Macedonia,201,24.0,3.0,0.0,3.0,195,1.0,96,1,0.13559322033898313
2020-03-26 16:27:15,Tunisia,200,27.0,6.0,1.0,2.0,192,10.0,17,0.5,0.1560693641618498
2020-03-26 16:27:15,Bosnia and Herzegovina,189,13.0,3.0,0.0,2.0,184,1.0,58,0.9,0.07386363636363646
2020-03-26 16:27:15,Moldova,177,28.0,1.0,0.0,2.0,174,28.0,44,0.2,0.18791946308724827
2020-03-26 16:27:15,Albania,174,28.0,6.0,1.0,17.0,151,3.0,60,2,0.19178082191780832
2020-03-26 16:27:15,Ukraine,162,17.0,5.0,0.0,1.0,156,0.0,4,0.1,0.11724137931034484
2020-03-26 16:27:15,Vietnam,153,5.0,0.0,0.0,20.0,133,3.0,2,,0.03378378378378377
2020-03-26 16:27:15,Burkina Faso,152,6.0,4.0,0.0,10.0,138,0.0,7,0.2,0.041095890410958846
2020-03-26 16:27:15,Cyprus,146,14.0,3.0,0.0,4.0,139,3.0,121,2,0.10606060606060597
2020-03-26 16:27:15,Faeroe Islands,140,8.0,0.0,0.0,47.0,93,0.0,"2,865",,0.06060606060606055
2020-03-26 16:27:15,Réunion,135,24.0,0.0,0.0,1.0,134,0.0,151,,0.21621621621621623
2020-03-26 16:27:15,Malta,134,5.0,0.0,0.0,2.0,132,1.0,303,,0.03875968992248069
2020-03-26 16:27:15,Ghana,132,64.0,4.0,0.0,1.0,127,0.0,4,0.1,0.9411764705882353
2020-03-26 16:27:15,Azerbaijan,122,29.0,3.0,1.0,15.0,104,6.0,12,0.3,0.31182795698924726
2020-03-26 16:27:15,Brunei,114,5.0,0.0,0.0,5.0,109,1.0,261,,0.04587155963302747
2020-03-26 16:27:15,Kazakhstan,111,30.0,1.0,1.0,2.0,108,0.0,6,0.05,0.37037037037037046
2020-03-26 16:27:15,Oman,109,10.0,0.0,0.0,23.0,86,0.0,21,,0.101010101010101
2020-03-26 16:27:15,Sri Lanka,106,4.0,0.0,0.0,7.0,99,3.0,5,,0.03921568627450989
2020-03-26 16:27:15,Venezuela,106,0.0,0.0,0.0,15.0,91,2.0,4,,0.0
2020-03-26 16:27:15,Senegal,105,6.0,0.0,0.0,9.0,96,0.0,6,,0.06060606060606055
2020-03-26 16:27:15,Cambodia,96,0.0,0.0,0.0,10.0,86,1.0,6,,0.0
2020-03-26 16:27:15,Afghanistan,94,10.0,2.0,0.0,2.0,90,0.0,2,0.05,0.11904761904761907
2020-03-26 16:27:15,Belarus,86,0.0,0.0,0.0,29.0,57,2.0,9,,0.0
2020-03-26 16:27:15,Palestine,84,13.0,1.0,0.0,17.0,66,0.0,16,0.2,0.18309859154929575
2020-03-26 16:27:15,Mauritius,81,33.0,2.0,0.0,0.0,79,1.0,64,2,0.6875
2020-03-26 16:27:15,Ivory Coast,80,0.0,0.0,0.0,3.0,77,0.0,3,,0.0
2020-03-26 16:27:15,Georgia,79,4.0,0.0,0.0,11.0,68,1.0,20,,0.05333333333333323
2020-03-26 16:27:15,Cameroon,75,0.0,1.0,0.0,2.0,72,0.0,3,0.04,0.0
2020-03-26 16:27:15,Guadeloupe,73,0.0,1.0,0.0,0.0,72,4.0,182,2,0.0
2020-03-26 16:27:15,Montenegro,69,16.0,1.0,0.0,0.0,68,1.0,110,2,0.3018867924528301
2020-03-26 16:27:15,Cuba,67,10.0,1.0,0.0,1.0,65,2.0,6,0.09,0.17543859649122817
2020-03-26 16:27:15,Martinique,66,0.0,1.0,0.0,0.0,65,7.0,176,3,0.0
2020-03-26 16:27:15,Uzbekistan,65,5.0,0.0,0.0,0.0,65,4.0,2,,0.08333333333333326
2020-03-26 16:27:15,Trinidad and Tobago,61,1.0,1.0,0.0,0.0,60,0.0,44,0.7,0.016666666666666607
2020-03-26 16:27:15,Honduras,52,0.0,1.0,1.0,0.0,51,0.0,5,0.1,0.0
2020-03-26 16:27:15,DRC,51,3.0,3.0,1.0,0.0,48,0.0,0.6,0.03,0.0625
2020-03-26 16:27:15,Nigeria,51,0.0,1.0,0.0,2.0,48,0.0,0.2,0.00,0.0
2020-03-26 16:27:15,Liechtenstein,51,0.0,0.0,0.0,0.0,51,0.0,"1,338",,0.0
2020-03-26 16:27:15,Channel Islands,46,0.0,1.0,1.0,0.0,45,0.0,265,6,0.0
2020-03-26 16:27:15,Bangladesh,44,5.0,5.0,0.0,11.0,28,1.0,0.3,0.03,0.1282051282051282
2020-03-26 16:27:15,Kyrgyzstan,44,0.0,0.0,0.0,0.0,44,0.0,7,,0.0
2020-03-26 16:27:15,Paraguay,41,4.0,3.0,0.0,0.0,38,1.0,6,0.4,0.10810810810810811
2020-03-26 16:27:15,Rwanda,41,0.0,0.0,0.0,0.0,41,0.0,3,,0.0
2020-03-26 16:27:15,Bolivia,40,8.0,0.0,0.0,0.0,40,0.0,3,,0.25
2020-03-26 16:27:15,Mayotte,36,0.0,0.0,0.0,0.0,36,0.0,132,,0.0
2020-03-26 16:27:15,Kenya,31,3.0,1.0,1.0,1.0,29,0.0,0.6,0.02,0.1071428571428572
2020-03-26 16:27:15,Macao,31,0.0,0.0,0.0,10.0,21,0.0,48,,0.0
2020-03-26 16:27:15,Monaco,31,0.0,0.0,0.0,1.0,30,0.0,790,,0.0
2020-03-26 16:27:15,French Guiana,28,0.0,0.0,0.0,6.0,22,0.0,94,,0.0
2020-03-26 16:27:15,Jamaica,26,0.0,1.0,0.0,2.0,23,0.0,9,0.3,0.0
2020-03-26 16:27:15,Gibraltar,26,0.0,0.0,0.0,5.0,21,0.0,772,,0.0
2020-03-26 16:27:15,French Polynesia,25,0.0,0.0,0.0,0.0,25,0.0,89,,0.0
2020-03-26 16:27:15,Isle of Man,25,2.0,0.0,0.0,0.0,25,0.0,294,,0.08695652173913038
2020-03-26 16:27:15,Guatemala,24,0.0,1.0,0.0,4.0,19,0.0,1,0.06,0.0
2020-03-26 16:27:15,Madagascar,23,4.0,0.0,0.0,0.0,23,0.0,0.8,,0.21052631578947367
2020-03-26 16:27:15,Togo,23,0.0,0.0,0.0,1.0,22,0.0,3,,0.0
2020-03-26 16:27:15,Aruba,19,0.0,0.0,0.0,1.0,18,0.0,178,,0.0
2020-03-26 16:27:15,Barbados,18,0.0,0.0,0.0,0.0,18,0.0,63,,0.0
2020-03-26 16:27:15,Zambia,16,4.0,0.0,0.0,0.0,16,0.0,0.9,,0.33333333333333326
2020-03-26 16:27:15,New Caledonia,14,0.0,0.0,0.0,0.0,14,0.0,49,,0.0
2020-03-26 16:27:15,Uganda,14,0.0,0.0,0.0,0.0,14,0.0,0.3,,0.0
2020-03-26 16:27:15,El Salvador,13,4.0,0.0,0.0,0.0,13,0.0,2,,0.4444444444444444
2020-03-26 16:27:15,Maldives,13,0.0,0.0,0.0,8.0,5,0.0,24,,0.0
2020-03-26 16:27:15,Tanzania,13,0.0,0.0,0.0,0.0,13,0.0,0.2,,0.0
2020-03-26 16:27:15,Ethiopia,12,0.0,0.0,0.0,0.0,12,0.0,0.1,,0.0
2020-03-26 16:27:15,Djibouti,11,0.0,0.0,0.0,0.0,11,0.0,11,,0.0
2020-03-26 16:27:15,Dominica,11,0.0,0.0,0.0,0.0,11,0.0,153,,0.0
2020-03-26 16:27:15,Mongolia,11,1.0,0.0,0.0,0.0,11,0.0,3,,0.10000000000000009
2020-03-26 16:27:15,Saint Martin,11,0.0,0.0,0.0,0.0,11,0.0,284,,0.0
2020-03-26 16:27:15,Equatorial Guinea,9,0.0,0.0,0.0,0.0,9,0.0,6,,0.0
2020-03-26 16:27:15,Cayman Islands,8,0.0,1.0,0.0,0.0,7,0.0,122,15,0.0
2020-03-26 16:27:15,Haiti,8,0.0,0.0,0.0,0.0,8,0.0,0.7,,0.0
2020-03-26 16:27:15,Namibia,8,1.0,0.0,0.0,2.0,6,0.0,3,,0.1428571428571428
2020-03-26 16:27:15,Suriname,8,0.0,0.0,0.0,0.0,8,0.0,14,,0.0
2020-03-26 16:27:15,Gabon,7,1.0,1.0,0.0,0.0,6,0.0,3,0.4,0.16666666666666674
2020-03-26 16:27:15,Niger,7,0.0,1.0,0.0,0.0,6,0.0,0.3,0.04,0.0
2020-03-26 16:27:15,Bermuda,7,0.0,0.0,0.0,2.0,5,0.0,112,,0.0
2020-03-26 16:27:15,Seychelles,7,0.0,0.0,0.0,0.0,7,0.0,71,,0.0
2020-03-26 16:27:15,Curaçao,6,0.0,1.0,0.0,2.0,3,0.0,37,6,0.0
2020-03-26 16:27:15,Benin,6,0.0,0.0,0.0,0.0,6,0.0,0.5,,0.0
2020-03-26 16:27:15,Greenland,6,0.0,0.0,0.0,2.0,4,0.0,106,,0.0
2020-03-26 16:27:15,Laos,6,3.0,0.0,0.0,0.0,6,0.0,0.8,,1.0
2020-03-26 16:27:15,Guyana,5,0.0,1.0,0.0,0.0,4,0.0,6,1,0.0
2020-03-26 16:27:15,Bahamas,5,0.0,0.0,0.0,1.0,4,0.0,13,,0.0
2020-03-26 16:27:15,Fiji,5,0.0,0.0,0.0,0.0,5,0.0,6,,0.0
2020-03-26 16:27:15,Mozambique,5,0.0,0.0,0.0,0.0,5,0.0,0.2,,0.0
2020-03-26 16:27:15,Syria,5,0.0,0.0,0.0,0.0,5,0.0,0.3,,0.0
2020-03-26 16:27:15,Cabo Verde,4,0.0,1.0,0.0,0.0,3,0.0,7,2,0.0
2020-03-26 16:27:15,Congo,4,0.0,0.0,0.0,0.0,4,0.0,0.7,,0.0
2020-03-26 16:27:15,Eritrea,4,0.0,0.0,0.0,0.0,4,0.0,1,,0.0
2020-03-26 16:27:15,Guinea,4,0.0,0.0,0.0,0.0,4,0.0,0.3,,0.0
2020-03-26 16:27:15,Vatican City,4,0.0,0.0,0.0,0.0,4,0.0,"4,994",,0.0
2020-03-26 16:27:15,Mali,4,2.0,0.0,0.0,0.0,4,0.0,0.2,,1.0
2020-03-26 16:27:15,Eswatini,4,0.0,0.0,0.0,0.0,4,0.0,3,,0.0
2020-03-26 16:27:15,Gambia,3,0.0,1.0,0.0,0.0,2,0.0,1,0.4,0.0
2020-03-26 16:27:15,Sudan,3,0.0,1.0,0.0,0.0,2,0.0,0.07,0.02,0.0
2020-03-26 16:27:15,Zimbabwe,3,0.0,1.0,0.0,0.0,2,0.0,0.2,0.07,0.0
2020-03-26 16:27:15,Nepal,3,0.0,0.0,0.0,1.0,2,0.0,0.1,,0.0
2020-03-26 16:27:15,Angola,3,0.0,0.0,0.0,0.0,3,0.0,0.09,,0.0
2020-03-26 16:27:15,Antigua and Barbuda,3,0.0,0.0,0.0,0.0,3,0.0,31,,0.0
2020-03-26 16:27:15,CAR,3,0.0,0.0,0.0,0.0,3,0.0,0.6,,0.0
2020-03-26 16:27:15,Chad,3,0.0,0.0,0.0,0.0,3,0.0,0.2,,0.0
2020-03-26 16:27:15,Liberia,3,0.0,0.0,0.0,0.0,3,0.0,0.6,,0.0
2020-03-26 16:27:15,Mauritania,3,1.0,0.0,0.0,0.0,3,0.0,0.6,,0.5
2020-03-26 16:27:15,Myanmar,3,0.0,0.0,0.0,0.0,3,0.0,0.06,,0.0
